Nome do negócio,Nome do contato no negócio,Qual feature está indisponível,Motivo fechamento perdido,Data entrada perdido SDR,Data entrada perdido CLOSER,Número de lojas,Observação,Observações de atividades
Cantina Castagnoli,,,Limpeza de Funil,2025-03-12T16:40:07.393Z,,,,
Paro,,Relatórios CMV - por produto,Feature indisponível,2025-01-24T18:51:31.901Z,,5,,
Frango Attack,,,Faturamento abaixo da SLA,2025-03-06T21:23:24.141Z,,,,
Enero,,,Não é Restaurante,2025-01-07T21:11:53.881Z,,,,
Nemukta,,,Contato inexistente,2025-01-07T21:22:31.576Z,,,,
Gostosuras,,,Não é Restaurante,2025-04-08T16:40:16.158Z,,,,
Costa bar,,,Contato inexistente,2025-01-06T20:42:09.829Z,,,,
Restaurante Buongustaio,,,Não quis ouvir,2025-02-25T14:57:26.607Z,,,,
Espetinho Carioca BBQ,,,Faturamento abaixo da SLA,2025-02-27T20:51:38.840Z,,,,
Pizzaria Sitári,,,Faturamento abaixo da SLA,2025-02-25T18:23:36.542Z,,,,
Nao tenho,,,Não tem Restaurante,2025-01-06T16:00:07.225Z,,,,
casa e cafe,,,Faturamento abaixo da SLA,2025-01-06T16:01:02.196Z,,,,
Tio Juca,,,Parou de responder,2025-02-27T18:23:57.941Z,,,,
Furikakefood,,Leitor código de barras,Feature indisponível,2025-01-24T18:49:04.164Z,,1,,
Rota 5 2 0,,,Fechou com concorrente,2025-03-26T17:46:23.976Z,,7,,
Xodó lagoense,,,Faturamento abaixo da SLA,2025-01-06T18:21:06.789Z,,,,
Ainda não tenho,,,Não tem Restaurante,2025-01-06T20:13:28.902Z,,,,
Mira,,,Contato inexistente,2025-02-27T20:21:59.509Z,,,,
GASS COMPANY,,,Não é Restaurante,2025-01-07T00:04:04.174Z,,,,
Dia a Dia,,,Não quis ouvir,2025-01-07T23:37:17.867Z,,,,
Projeto Área51,,,Teste,2025-01-07T11:49:40.986Z,,,,
Natural,,,Contato inexistente,2025-01-08T13:04:40.200Z,,,,
Cookies magicos,,,Limpeza de Funil,2025-05-12T13:35:18.244Z,,1,,
Villa Carneiro,,,Não quis ouvir,2025-03-12T16:41:08.660Z,,,,
Churrascaria misturama,,,Não quis ouvir,2025-03-12T16:55:29.658Z,,,,
Lagoon,,,Parou de responder,2025-02-27T18:23:34.687Z,,,,
Mastercheff Burgueria,,,Parou de responder,2025-03-14T14:39:59.939Z,,1,,
Tapiocaria do Jo,,,Faturamento abaixo da SLA,2025-02-27T18:21:35.602Z,,1,,
Ademar marmitex,,,Faturamento abaixo da SLA,2025-03-06T21:19:37.451Z,,,,
Negócio ?,,,Não tem Restaurante,2025-02-20T17:08:51.628Z,,,,
Sushi San,,,Limpeza de Funil,2025-07-22T17:54:15.323Z,,,,
Negócio ?,,,Limpeza de Funil,2025-02-28T13:15:14.914Z,,,,
Negócio Marcyo,,,Não é Restaurante,2025-02-21T14:30:46.513Z,,,,
Expresso Sabores Delivery,,,Budget,2025-03-12T18:31:36.930Z,,,,
Madson Souza Jota de Queiroz,,,Faturamento abaixo da SLA,2025-04-03T21:02:54.411Z,,,,
nao existe,,,Contato inexistente,2025-02-21T13:26:37.411Z,,,,
Diretora proprietaria no restaurante A La Kadu,,,Contato inexistente,2025-02-25T17:36:36.975Z,,,,
MB Food,,,Sem contato,2025-03-21T17:45:35.038Z,,,,
Sem culpa,,,Parou de responder,2025-03-31T13:29:14.079Z,,,,
Altis gastronomia executiva ,,,Sem contato,2025-02-25T19:07:24.632Z,,,,
Delícias da rose,,,Sem contato,2025-03-31T14:25:16.488Z,,,,
Rio Açaí Gourmet,,,Esta satisfeito com o sistema atual,2025-02-27T18:35:53.849Z,,1,,
Marmita fitness Rosa,,,Não quis ouvir,2025-01-10T20:22:24.757Z,,,,
ATILLIO PIZZA PREMIUM,,,Já é Cliente,2025-04-07T12:23:34.424Z,,3,,
Bonança,,,Não tem Restaurante,2025-03-31T13:51:57.731Z,,,,
Pé na Areia Gastrobar,,,Faturamento abaixo da SLA,2025-02-21T16:11:23.473Z,,,,
Palladar,,,Sem contato,2025-04-03T21:08:18.325Z,,,,
Restaurante eslhaday,,,Faturamento abaixo da SLA,2025-02-25T18:17:28.089Z,,1,,
Neir,,,Não tem Restaurante,2025-01-13T12:16:16.453Z,,,,
Pizzaria,,,Sem contato,2025-02-24T19:09:07.991Z,,,,
Otimize,,,Sem contato,2025-02-24T19:05:49.181Z,,,,
Paschoalotto,,,Não quis ouvir,2025-02-21T16:43:11.761Z,,,,
Santa Ceia,,,Sem contato,2025-02-24T19:02:46.217Z,,,,
Autônomo,,,Não é Restaurante,2025-02-20T19:56:26.041Z,,,,
Sítio Ninho das Águias,,,Sem contato,2025-02-24T19:01:10.173Z,,,,
Quintal cafe,,,Faturamento abaixo da SLA,2025-01-10T12:43:00.836Z,,,,
The Black Beef,,,Sem contato,2025-02-25T13:40:17.646Z,,,,
Olivia,,,Faturamento abaixo da SLA,2025-01-10T12:43:39.112Z,,,,
iagop,,,Faturamento abaixo da SLA,2025-01-10T12:44:01.263Z,,,,
Donna Bell bolos e doces.,,,Faturamento abaixo da SLA,2025-03-31T13:03:46.617Z,,,,
São bento,,,Faturamento abaixo da SLA,2025-01-10T20:05:31.286Z,,,,
Eu,,,Contato inexistente,2025-01-10T20:04:28.606Z,,,,
SLOOP ITAIPUAÇU,,,Faturamento abaixo da SLA,2025-02-20T20:20:25.515Z,,,,
Cozinha de luzia,,,Sem contato,2025-02-24T18:57:44.001Z,,,,
Oikos,,,Não é Restaurante,2025-01-10T21:44:38.367Z,,,,
Hawk 10-01-2025,,,Teste,2025-01-10T21:06:49.809Z,,,,
Toca do peixe,,,Não tem Restaurante,2025-02-20T20:37:06.119Z,,,,
Super Rádio Minas FM,,,Não é Restaurante,2025-01-13T12:34:57.104Z,,,,
G&S Pizzaria,,,Fechou com concorrente,2025-02-24T13:25:59.060Z,,,,
Brutus Pizzaria,,,Sem contato,2025-03-18T19:47:00.145Z,,,,
Vapora,,,Limpeza de Funil,2025-10-01T20:26:54.452Z,,2,,
Restaurante tia lu,,,Sem contato,2025-02-24T18:53:14.482Z,,,,
Picanha Saborosa,,,Fechou com concorrente,2025-02-21T20:05:31.729Z,,,,
don zé,,,Empresa Encerrada,2025-02-26T19:58:03.987Z,,2,,
Melhor D'ocê Cafeteria,,,Limpeza de Funil,2025-07-22T17:54:15.323Z,,,,
Artexclusiva,,,Não é Restaurante,2025-01-17T19:53:34.621Z,,,,
provence,,,Sem contato,2025-03-06T20:41:17.889Z,,,,
Produtora musical,,,Não é Restaurante,2025-01-17T19:54:12.779Z,,,,
Grego,,,Sem contato,2025-03-06T20:39:55.121Z,,1,,
Almoço da esquina,,,Budget,2025-02-26T19:51:59.818Z,,,,
Não tenho,,,Não tem Restaurante,2025-01-17T19:54:36.958Z,,,,
Não tenho,,,Faturamento abaixo da SLA,2025-01-15T14:17:03.472Z,,1,,
NA,,,Faturamento abaixo da SLA,2025-01-17T19:54:54.301Z,,,,
Casa de vó gastronomia afetiva,,Agendamento de pedidos / Encomendas,Feature indisponível,2025-02-25T18:27:33.645Z,,,,
Pizza House,,,Faturamento abaixo da SLA,2025-01-17T19:42:52.388Z,,,,
Correios,,,Faturamento abaixo da SLA,2025-01-17T19:42:35.551Z,,,,
Marchiori,,,Faturamento abaixo da SLA,2025-01-17T19:42:21.974Z,,,,
Eliane Macedo,,,Faturamento abaixo da SLA,2025-01-17T19:42:06.470Z,,,,
Eliane Macedo,,,Faturamento abaixo da SLA,2025-01-15T14:16:29.204Z,,1,,
Simpatia Gourmet,,,Sem contato,2025-03-06T20:39:05.026Z,,,,
Premium Cozinha e Bar,,,Faturamento abaixo da SLA,2025-01-17T19:41:27.276Z,,,,
Cartório Notarial,,,Não é Restaurante,2025-01-17T19:41:12.334Z,,,,
Caiçara,,,Sem contato,2025-03-06T20:37:57.918Z,,1,,
Ock burger,,,Parou de responder,2025-02-27T17:55:06.457Z,,,,
Não tem,,,Faturamento abaixo da SLA,2025-01-17T19:39:57.871Z,,,,
Minha casa,,,Faturamento abaixo da SLA,2025-01-17T19:32:40.997Z,,,,
Minha casa,,,Faturamento abaixo da SLA,2025-01-15T14:15:56.128Z,,,,
Fraters Pub,,,Sem contato,2025-03-06T20:32:11.958Z,,,,
Café & Business,,,Faturamento abaixo da SLA,2025-01-17T19:38:24.931Z,,,,
Royal sushi,,,Faturamento abaixo da SLA,2025-01-17T19:36:36.864Z,,,,
Império,,,Sem contato,2025-03-06T20:30:36.772Z,,2,,
River’s Restaurante.,,,Limpeza de Funil,2025-07-18T14:12:18.819Z,,,,
Santome,,,Faturamento abaixo da SLA,2025-01-17T19:31:21.511Z,,,,
Dz,,,Sem contato,2025-03-06T20:25:32.141Z,,1,,
Casa Ueda,,,Sem contato,2025-03-06T20:24:06.990Z,,2,,
Manas cafe,,,Sem contato,2025-02-24T19:31:43.741Z,,,,
"CEB - Restaurantes, Eventos, Sobremesaria",,,Não é Restaurante,2025-01-16T16:20:57.941Z,,,,
Caseirissima Cozinha Industrial,,,Limpeza de Funil,2025-10-01T20:31:09.891Z,,1,,
Varandas Buffet,,,Sem contato,2025-03-06T20:23:24.760Z,,,,
Tricoma Bat,,,Faturamento abaixo da SLA,2025-01-13T12:37:53.164Z,,,,
Dois Dois,,,Sem contato,2025-03-06T20:20:00.837Z,,1,,
Hashike,,,Parou de responder,2025-03-18T18:37:44.133Z,,1,,
Simão Bistrô,,,Sem contato,2025-03-06T17:20:58.134Z,,1,,
cHICO DO PEIXE,,,Contato inexistente,2025-02-20T21:03:29.029Z,,1,,
Estácio,,,Não é Restaurante,2025-01-16T15:27:20.953Z,,,,
Yokogawa Group - Goruda Gastobrar,,Auto Atendimento;Cardápio Digital,Feature indisponível,2025-02-24T19:57:39.560Z,,,,
Effó Restaurante,,,Sem contato,2025-02-21T19:18:15.923Z,,1,,
Mesatua,,,Faturamento abaixo da SLA,2025-01-16T15:28:06.382Z,,,,
Lá Bella Culinary,,,Sem contato,2025-02-21T18:23:38.725Z,,,,
Prefeitura Municipal de São Sebastião,,,Não é Restaurante,2025-01-16T15:26:52.287Z,,,,
035 Burger Bbq,,,Parou de responder,2025-02-24T19:47:05.131Z,,,,
Tradição,,,Faturamento abaixo da SLA,2025-01-16T15:26:30.647Z,,,,
Reserva,,,Parou de responder,2025-03-13T19:00:33.016Z,,2,,
Verdelima,,,Não é prioridade,2025-02-18T13:50:10.459Z,,,,
Joao Lucas Sartori Fotografia,,,Não é Restaurante,2025-01-15T15:19:30.040Z,,,,
Eventos em Porto Alegre,,,Não é Restaurante,2025-01-15T15:17:38.756Z,,,,
A iniciar,,,Faturamento abaixo da SLA,2025-01-15T14:04:08.599Z,,,,
K LANCHES E RESTAURANTE,,,Sem contato,2025-02-21T18:11:33.631Z,,1,,
La fiesta mexican food,,,Fechou com concorrente,2025-02-20T20:00:16.417Z,,,,
Rabo de Galo,,,Faturamento abaixo da SLA,2025-03-11T14:00:55.654Z,,1,,
SAPUCAIA,,,Fechou com concorrente,2025-02-27T20:02:36.562Z,,,,
Cachaçaria,,,Faturamento abaixo da SLA,2025-01-15T14:57:28.118Z,,,,
Crock salgados,,,Faturamento abaixo da SLA,2025-02-25T18:22:07.335Z,,,,
Baiana,,,Faturamento abaixo da SLA,2025-01-15T14:54:41.388Z,,,,
O Pacha,,,Não é prioridade,2025-03-26T20:49:35.187Z,,,,
Jolly Roger,,,Contato inexistente,2025-03-07T20:56:47.788Z,,,,
Steak house pontal,,,Contato inexistente,2025-01-15T14:55:42.693Z,,,,
Delisariah,,,Faturamento abaixo da SLA,2025-01-15T14:48:23.287Z,,1,,
Plural Cozinha Criativa,,,Não quis ouvir,2025-03-11T13:59:28.429Z,,1,,
Excelencia representações e consultoria,,,Não é Restaurante,2025-01-15T14:37:43.389Z,,,,
Arda Burger,,,Empresa Encerrada,2025-02-20T14:01:29.186Z,,,,
Miamarmita,,,Não é Restaurante,2025-02-25T18:20:07.408Z,,,,
ShenRest,,,Contato inexistente,2025-01-15T14:55:21.282Z,,,,
Churrascaria Nacional,,,Não quis ouvir,2025-03-07T20:55:40.988Z,,,,
Lanchonete sao luis,,,Esta satisfeito com o sistema atual,2025-02-19T14:50:13.030Z,,,,
Panela de Barro,,,Sem contato,2025-02-28T13:31:15.261Z,,1,,
Restaurante Cida Cardoso,,,Parou de responder,2025-02-27T17:52:18.272Z,,,,
Beco do inga bar e restaurante,,,Sem contato,2025-02-28T13:27:35.012Z,,,,
Kburguer,,,Faturamento abaixo da SLA,2025-01-16T15:13:25.495Z,,,,
Ki pastel,,,Sem contato,2025-02-27T20:17:24.636Z,,,,
Sushi taboao,,,Sem contato,2025-02-26T17:34:04.710Z,,,,
Pizza pop,,,Faturamento abaixo da SLA,2025-01-16T15:06:44.271Z,,,,
Friends,,,Faturamento abaixo da SLA,2025-01-16T15:06:24.370Z,,,,
Tapioqueiros,,,Faturamento abaixo da SLA,2025-01-16T16:17:43.836Z,,,,
Sou consultora em alimentos,,,Não é Restaurante,2025-01-16T15:05:53.658Z,,,,
Sou consultora em alimentos,,,Não é Restaurante,2025-01-16T15:05:18.356Z,,,,
LPC,,,Faturamento abaixo da SLA,2025-01-17T19:03:45.849Z,,,,
Mill Coffee Shop,,,Sem contato,2025-02-26T17:32:04.840Z,,,,
Darkit,,,Faturamento abaixo da SLA,2025-01-17T19:02:17.668Z,,,,
Matheus Leite ME,,,Faturamento abaixo da SLA,2025-01-17T19:03:14.808Z,,,,
Comida Caseira da Beia,,,Faturamento abaixo da SLA,2025-01-17T19:01:11.237Z,,,,
Arroz.com,,,Faturamento abaixo da SLA,2025-01-17T19:00:54.050Z,,,,
GA Refeições,,,Faturamento abaixo da SLA,2025-01-17T19:26:59.846Z,,,,
Quitutes das Meninas,,,Não é prioridade,2025-02-26T17:29:48.027Z,,,,
Pedra branca,,,Faturamento abaixo da SLA,2025-01-21T12:40:45.066Z,,,,
LMM RESTAURANTE,,,Parou de responder,2025-02-24T19:44:37.700Z,,,,
Josefino burguer,,,Faturamento abaixo da SLA,2025-01-21T12:49:59.386Z,,,,
Circuito das Pizzas,,,Não quis ouvir,2025-01-21T20:23:12.276Z,,,,
Arcadea gaming pub,,,Contato inexistente,2025-01-21T20:25:30.887Z,,,,
A família,,,Faturamento abaixo da SLA,2025-01-21T13:00:25.456Z,,,,
Praia tartarugas,,,Parou de responder,2025-02-27T17:51:28.259Z,,,,
Serlares,,,Não é Restaurante,2025-03-13T18:55:26.498Z,,,,
Aromen Von Blumenau,,,Sem contato,2025-03-24T19:28:15.444Z,,,,
Techburguer,,,Parou de responder,2025-03-28T19:06:53.491Z,,,,
Plan,,,Não quis ouvir,2025-02-27T18:48:14.912Z,,,,
We Make,,,Faturamento abaixo da SLA,2025-01-21T13:05:23.624Z,,,,
Harold,,,Faturamento abaixo da SLA,2025-01-21T13:05:49.493Z,,,,
Restaurante Ricardo,,,Faturamento abaixo da SLA,2025-01-21T13:06:05.992Z,,,,
Santa Comedoria,,,Parou de responder,2025-02-27T17:50:16.062Z,,,,
Boceja dos pirikitos,,,Contato inexistente,2025-02-27T18:39:34.215Z,,,,
Doce Hora,,,Faturamento abaixo da SLA,2025-01-21T13:07:07.988Z,,,,
Pizza do boteco,,,Faturamento abaixo da SLA,2025-01-21T13:07:41.361Z,,,,
ATP Tour,,,Não é Restaurante,2025-01-21T13:08:20.887Z,,,,
Fernanda Moreno Cake Design,,,Parou de responder,2025-02-27T17:49:02.179Z,,,,
Eunice Mariano,,,Sem contato,2025-03-25T19:38:12.275Z,,,,
Fernando Gatto Gomes da Costa e Isadora Pompeo gatto Gomes da Costa,,,Não é Restaurante,2025-02-27T13:59:42.107Z,,,,
Restaurante Pindorama,,,Limpeza de Funil,2025-07-18T12:35:37.893Z,,,,
Pop Grill Restaurante,,,Parou de responder,2025-02-27T14:49:22.191Z,,2,,
WU Empreendimentos,,,Não é Restaurante,2025-02-27T13:56:21.647Z,,,,
Krokodilo burguer salvador,,,Limpeza de Funil,2025-07-18T14:10:43.274Z,,1,,
Cantina do porto,,,Faturamento abaixo da SLA,2025-01-21T13:12:36.324Z,,,,
Bistrô 17,,,Sem contato,2025-02-25T14:37:22.003Z,,1,,
Pasta Mia,,,Sem contato,2025-02-25T16:22:07.198Z,,,,
Libre,,,Faturamento abaixo da SLA,2025-01-21T13:15:59.296Z,,,,
Curumami,,,Faturamento abaixo da SLA,2025-01-21T13:16:27.428Z,,,,
Minha,,,Não quis ouvir,2025-01-21T21:00:54.613Z,,,,
No Ponto,,,Faturamento abaixo da SLA,2025-01-21T13:17:51.747Z,,,,
Naydelivery,,,Faturamento abaixo da SLA,2025-01-21T13:18:19.937Z,,,,
Naydelivery,,,Faturamento abaixo da SLA,2025-01-21T13:18:12.633Z,,,,
Suindara,,,Não tem Restaurante,2025-02-20T19:11:13.298Z,,2,,
Grupo Belli Belli,,,Esta satisfeito com o sistema atual,2025-02-20T19:00:11.165Z,,,,
HABIBS,,,Não é Restaurante,2025-02-20T18:49:16.098Z,,1,,
Lu Prata,,,Faturamento abaixo da SLA,2025-01-21T13:21:35.045Z,,,,
Sid sushi,,,Não tem Restaurante,2025-02-20T18:21:01.725Z,,1,,
Pega pastel Bonsucesso,,,Fidelidade com outro sistema,2025-02-26T21:05:13.961Z,,1,,
Alex Burger,,,Parou de responder,2025-02-27T18:49:49.717Z,,,,
RONALDO BAYARD DE CARVALHO TEIXEIRA,,,Faturamento abaixo da SLA,2025-01-21T15:00:23.620Z,,,,
le concierge,,,Limpeza de Funil,2025-07-22T17:54:15.323Z,,1,,
Mercsto,,,Contato inexistente,2025-01-21T21:31:27.776Z,,,,
Brasão Medieval,,,Faturamento abaixo da SLA,2025-01-21T21:29:40.193Z,,,,
Brasão Medieval,,,Faturamento abaixo da SLA,2025-01-21T21:29:49.626Z,,,,
Zucco Ristorante,,,Fechou com concorrente,2025-03-12T17:26:40.712Z,,,,
Kubaba,,,Faturamento abaixo da SLA,2025-01-21T21:29:17.784Z,,,,
Lumine,,,Fechou com concorrente,2025-02-18T12:41:55.510Z,,1,,
Débora Sushi.,,,Fechou com concorrente,2025-03-06T17:46:39.884Z,,1,,
Bem Bacana pub,,,Não é prioridade,2025-02-25T17:27:39.234Z,,,,
Não tenho ainda,,,Não tem Restaurante,2025-01-22T13:15:38.824Z,,,,
Michelle Bar 20,,,Faturamento abaixo da SLA,2025-01-22T13:14:47.745Z,,,,
Lyssa Delícias,,,Faturamento abaixo da SLA,2025-01-22T13:14:18.560Z,,,,
Restaurante Sabor D'Ajuda,,,Fechou com concorrente,2025-02-14T19:29:20.360Z,,,,
Bar e lanchonete J.F,,,Faturamento abaixo da SLA,2025-01-22T13:13:28.725Z,,,,
Cozinheiro freelance,,,Faturamento abaixo da SLA,2025-01-22T15:17:43.980Z,,,,
Mané's Restaurante e Café,,,Limpeza de Funil,2025-07-22T17:54:15.323Z,,,,
Table 1,,,Não quis ouvir,2025-02-21T17:38:09.174Z,,,,
Tuk tuk,,,Faturamento abaixo da SLA,2025-01-22T21:26:18.860Z,,,,
Blu bakehouse,,,Não é prioridade,2025-02-17T20:27:55.834Z,,,,
Compass.uol,,,Não é Restaurante,2025-02-27T13:53:35.280Z,,,,
Velho Texas,,,Fechou com concorrente,2025-02-14T18:46:19.641Z,,,,
Rokc Foods,,,Parou de responder,2025-02-25T14:41:27.149Z,,,,
Chef Chowder Bake Shop,,,Parou de responder,2025-02-21T18:17:56.271Z,,,,
Spn restaurantes,,,Parou de responder,2025-03-17T18:33:12.241Z,,1,,
Hotel Maria da Fe,,,Não é Restaurante,2025-01-23T12:51:32.242Z,,,,
Dom Paladar,,,Faturamento abaixo da SLA,2025-01-23T12:51:00.816Z,,,,
Dom Paladar,,,Faturamento abaixo da SLA,2025-01-23T12:50:53.538Z,,,,
Yumē Chá e Café,,,Não quis ouvir,2025-01-23T22:53:29.967Z,,1,,
Churrasco,,,Faturamento abaixo da SLA,2025-01-23T20:29:04.392Z,,,,
Churrasco,,,Faturamento abaixo da SLA,2025-01-23T20:29:12.318Z,,,,
Consultoria para Restaurantes,,,Não é Restaurante,2025-01-23T20:28:50.729Z,,,,
Pizzaria Sabores da Pizza,,,Faturamento abaixo da SLA,2025-02-20T13:26:56.493Z,,,,
Selva Vegana,,,Limpeza de Funil,2025-07-22T17:54:15.323Z,,1,,
Mr.BOWLS,,,Não quis ouvir,2025-01-23T22:24:41.007Z,,1,,
Braza,,,Faturamento abaixo da SLA,2025-02-20T13:21:52.892Z,,1,,
Autônomo,,,Não quis ouvir,2025-02-25T17:26:28.740Z,,,,
Dona de Casa de Aluguel,,,Não é Restaurante,2025-01-24T12:30:57.146Z,,,,
Facebook,,,Não é Restaurante,2025-01-24T12:30:32.478Z,,,,
Restaurante NasNuvens,,,Não quis ouvir,2025-02-20T13:20:56.867Z,,1,,
Oak Sushi,,,Sem contato,2025-02-20T13:17:49.922Z,,,,
Mochileiros Casual Restaurant,,,Esta satisfeito com o sistema atual,2025-02-19T20:46:54.725Z,,,,
Coimbra lanches,,,Faturamento abaixo da SLA,2025-01-24T12:27:12.473Z,,,,
Garfada Perfeita,,,Faturamento abaixo da SLA,2025-01-24T12:26:46.236Z,,,,
Maria,,,Faturamento abaixo da SLA,2025-01-24T12:26:18.084Z,,,,
BATE PAPO burguer & pizzaria,,,Parou de responder,2025-03-31T19:14:57.854Z,,,,
Kitchen,,,Faturamento abaixo da SLA,2025-01-24T12:25:09.073Z,,,,
Flor do Combu,,,Não é Restaurante,2025-02-19T14:26:10.363Z,,1,,
Perto de casa Grill,,,Faturamento abaixo da SLA,2025-01-24T18:33:15.511Z,,,,
eira,,,Contato inexistente,2025-01-24T19:29:27.219Z,,,,
Kira,,,Faturamento abaixo da SLA,2025-01-27T12:50:11.492Z,,,,
Não tenho,,,Não tem Restaurante,2025-01-27T12:51:22.931Z,,,,
Premium Coffee Cafeteria,,,Fechou com concorrente,2025-02-27T18:40:44.180Z,,,,
Chevrolet,,,Não é Restaurante,2025-01-27T12:52:05.658Z,,,,
Ainda não existe,,,Faturamento abaixo da SLA,2025-01-27T12:58:49.031Z,,,,
Honda-Guaçu Motos,,,Não é Restaurante,2025-01-27T12:59:34.940Z,,,,
Gosto bom brasil,,,Faturamento abaixo da SLA,2025-01-27T12:59:53.759Z,,,,
Colina,,,Contato inexistente,2025-01-27T13:36:28.570Z,,2,,
Ateliê Ernesto França - Fabricação e Conserto de joias em ouro 18K e prata,,,Não é Restaurante,2025-01-27T13:01:24.447Z,,,,
Velox,,,Não quis ouvir,2025-04-07T21:06:52.118Z,,,,
Smart Rio Imóveis - RJ,,,Não é Restaurante,2025-01-27T13:02:10.926Z,,,,
Chakra,,,Parou de responder,2025-02-27T17:41:24.982Z,,1,,
Frango atropelado,,,Faturamento abaixo da SLA,2025-01-27T12:54:06.620Z,,,,
Em andamentoem,,,Faturamento abaixo da SLA,2025-01-27T12:54:53.181Z,,,,
Aquarius,,,Não quis ouvir,2025-02-20T17:24:47.744Z,,1,,
Pizzaria fornetto,,,Sem contato,2025-03-07T20:50:58.970Z,,,,
Transpedrosa,,,Não é Restaurante,2025-01-27T13:45:42.913Z,,,,
Entre Mares,,,Não quis ouvir,2025-02-25T15:15:55.570Z,,1,,
Montenegro Negocios Imobiliários,,,Não é Restaurante,2025-01-27T13:14:00.845Z,,,,
Xique xique lanches,,,Faturamento abaixo da SLA,2025-01-27T13:14:28.102Z,,,,
The Chicken,,,Fechou com concorrente,2025-02-27T17:52:43.248Z,,,,
Quintal burger,,,Faturamento abaixo da SLA,2025-01-27T13:15:10.858Z,,,,
Bar e Restaurante Fazendão,,,Esta satisfeito com o sistema atual,2025-02-21T14:16:42.531Z,,,,
Da Maria,,,Não quis ouvir,2025-02-24T22:17:14.987Z,,1,,
Zee,,,Faturamento abaixo da SLA,2025-01-27T13:19:10.156Z,,,,
Salvatore Capitólio,,,Fechou com concorrente,2025-02-14T15:17:18.774Z,,2,,
Supernova Coffee,,,Parou de responder,2025-02-24T22:02:44.576Z,,,,
Nona Carmela,,,Faturamento abaixo da SLA,2025-01-27T13:20:09.936Z,,,,
Mateus,,,Faturamento abaixo da SLA,2025-02-19T20:18:43.909Z,,1,,
Reitz,,,Faturamento abaixo da SLA,2025-01-27T13:22:36.248Z,,,,
Bento,,,Faturamento abaixo da SLA,2025-01-27T13:22:53.152Z,,,,
Mazaki sushi,,,Sem contato,2025-07-18T19:49:05.947Z,,,,
Sabor do trevo,,,Faturamento abaixo da SLA,2025-01-27T13:23:42.734Z,,,,
Home Sweet,,,Faturamento abaixo da SLA,2025-01-27T13:24:12.446Z,,,,
Nola,,,Teste,2025-02-25T17:28:33.217Z,,1,,
Sourasso,,,Sem contato,2025-02-24T19:36:11.128Z,,1,,
La Juanita,,,Parou de responder,2025-03-10T13:21:34.044Z,,,,
Veve Piacenso - Design Criativo,,,Não é Restaurante,2025-01-27T13:28:17.971Z,,,,
Não tenho,,,Faturamento abaixo da SLA,2025-01-27T13:28:55.135Z,,,,
grão,,,Faturamento abaixo da SLA,2025-01-27T13:29:17.965Z,,,,
Delícias do Sul,,,Faturamento abaixo da SLA,2025-01-27T15:30:04.621Z,,,,
Wavetech LDA. Nikiti,,,Não é Restaurante,2025-01-27T18:18:59.429Z,,,,
Restaurante,,,Sem contato,2025-02-24T13:31:11.571Z,,,,
k skina,,,Limpeza de Funil,2025-07-22T17:54:15.323Z,,1,,
Salgados & Cia,,,Não é prioridade,2025-03-13T18:51:41.651Z,,,,
Negócio Lucas Rodrigues,,,Não tem Restaurante,2025-01-27T20:38:57.258Z,,,,
Gaby,,,Faturamento abaixo da SLA,2025-01-28T12:38:55.056Z,,,,
Trust,,,Faturamento abaixo da SLA,2025-01-28T12:39:25.708Z,,,,
Justin Food’s,,,Faturamento abaixo da SLA,2025-01-28T12:39:40.001Z,,,,
G Foresti gastronomia,,,Faturamento abaixo da SLA,2025-01-28T12:39:52.424Z,,,,
Casa Bauci,,,Não quis ouvir,2025-02-27T18:54:18.207Z,,,,
O Rei do Caldo,,,Fechou com concorrente,2025-02-14T19:41:09.025Z,,,,
Bar e Café Temmerarios,,,Faturamento abaixo da SLA,2025-01-28T12:40:22.418Z,,,,
Pimenta Brasil Gastronomia,,,Faturamento abaixo da SLA,2025-01-28T12:40:45.339Z,,,,
Pimenta Brasil Gastronomia,,,Faturamento abaixo da SLA,2025-01-28T12:40:52.770Z,,,,
Dogão Foster,,,Limpeza de Funil,2025-07-22T17:54:15.323Z,,,,
Bão Bisurdu Salgaderia Ltda,,,Sem contato,2025-03-11T19:21:55.718Z,,,,
Saveur Bistrot,,,Parou de responder,2025-02-21T18:37:24.892Z,,,,
Lenho,,,Faturamento abaixo da SLA,2025-01-28T18:11:58.704Z,,,,
Nilza marmitaria,,,Faturamento abaixo da SLA,2025-01-28T18:12:30.644Z,,,,
Nilza marmitaria,,,Faturamento abaixo da SLA,2025-01-28T18:12:38.073Z,,,,
Disk me Disse,,,No Show sequenciado,2025-03-06T17:21:28.818Z,,1,,
Dcmv,,,Faturamento abaixo da SLA,2025-01-28T18:13:17.203Z,,,,
japa.outeiro,,,Fechou com concorrente,2025-02-13T20:59:21.224Z,,,,
Salata,,,Parou de responder,2025-02-19T17:37:00.084Z,,2,,
Restaurante e lanchonete panela de barro,,,Parou de responder,2025-02-21T18:40:55.560Z,,,,
Lumière Açaíe Burger,,,Esta satisfeito com o sistema atual,2025-02-21T18:58:14.163Z,,1,,
DOM Valentino,,,Sem contato,2025-02-26T17:49:54.858Z,,1,,
Yuki Sushibar,,,Sem contato,2025-02-28T19:25:48.992Z,,1,,
Eco Porto,,,Faturamento abaixo da SLA,2025-01-28T19:41:21.579Z,,,,
